vendor_id,name,country
v01006,Vendor 1006,MX
v01007,Vendor 1007,JP
v01008,Vendor 1008,CA
v01009,  Vendor 1009  ,AU
v01010,Vendor 1010,BR
v01011,Vendor 1011,MX
v01012,Vendor 1012,CA
v01013,Vendor 1013,CA
v01014,Vendor 1014,JP
v01015,Vendor 1015,US
v01016,Vendor 1016,FR
v01017,Vendor 1017,AU
v01018,Vendor 1018,DE
v01019,Vendor 1019,CA
v01020,Vendor 1020,CA
v01021,Vendor 1021,JP
v01022,Vendor 1022,GB
v01023,Vendor 1023,US
v01024,Vendor 1024,CN
v01025,Vendor 1025,AU
v01026,Vendor 1026,GB
v01027,Vendor 1027,CN
v01028,Vendor 1028,DE
v01029,Vendor 1029,GB
v01030,Vendor 1030,MX
v01031,Vendor 1031,BR
v01032,Vendor 1032,AU
v01033,Vendor 1033,CN
v01034,Vendor 1034,JP
v01035,Vendor 1035,FR
v01036,Vendor 1036,AU
v01037,Vendor 1037,CN
v01038,Vendor 1038,AU
v01039,Vendor 1039,MX
v01040,Vendor 1040,FR
v01041,Vendor 1041,DE
v01042,Vendor 1042,BR
v01043,Vendor 1043,AU
v01044,Vendor 1044,GB
v01045,Vendor 1045,GB
v01046,Vendor 1046,JP
v01047,Vendor 1047,US
v01048,Vendor 1048,FR
v01049,Vendor 1049,US
v01050,Vendor 1050,AU
v01051,Vendor 1051,CN
v01052,Vendor 1052,BR
v01053,Vendor 1053,JP
v01054,Vendor 1054,MX
v01055,Vendor 1055,GB
v01056,Vendor 1056,CN
v01057,Vendor 1057,US
v01058,Vendor 1058,MX
v01059,Vendor 1059,US
v01060,Vendor 1060,CA
v01061,Vendor 1061,GB
v01062,Vendor 1062,DE
v01063,Vendor 1063,CA
v01064,Vendor 1064,BR
v01065,Vendor 1065,DE
v01066,Vendor 1066,CN
v01067,Vendor 1067,AU
v01068,Vendor 1068,FR
v01069,Vendor 1069,MX
v01070,Vendor 1070,BR
v01071,Vendor 1071,US
v01072,Vendor 1072,JP
v01073,Vendor 1073,GB
v01074,Vendor 1074,MX
v01075,Vendor 1075,DE
v01076,Vendor 1076,JP
v01077,Vendor 1077,GB
v01078,Vendor 1078,CN
v01079,Vendor 1079,MX
v01080,Vendor 1080,DE
v01081,Vendor 1081,BR
v01082,Vendor 1082,FR
v01083,Vendor 1083,CN
v01084,Vendor 1084,CA
v01085,Vendor 1085,FR
v01086,Vendor 1086,GB
v01087,Vendor 1087,CN
v01088,Vendor 1088,FR
v01089,Vendor 1089,CA
v01090,Vendor 1090,FR
v01091,Vendor 1091,JP
v01092,Vendor 1092,MX
v01093,Vendor 1093,AU
v01094,Vendor 1094,CN
v01095,Vendor 1095,MX
v01096,Vendor 1096,GB
v01097,Vendor 1097,GB
v01098,Vendor 1098,CN
v01099,Vendor 1099,CN
v01100,Vendor 1100,MX
v01101,Vendor 1101,CN
v01102,Vendor 1102,GB
v01103,Vendor 1103,BR
v01104,Vendor 1104,DE
v01105,Vendor 1105,MX
v01106,Vendor 1106,FR
v01107,Vendor 1107,GB
v01108,Vendor 1108,FR
v01109,Vendor 1109,BR
v01110,Vendor 1110,CN
v01111,Vendor 1111,
v01112,Vendor 1112,DE
v01113,Vendor 1113,DE
v01114,Vendor 1114,CA
v01115,Vendor 1115,JP
v01116,Vendor 1116,JP
v01117,Vendor 1117,GB
v01118,Vendor 1118,CA
v01119,Vendor 1119,FR
v01120,Vendor 1120,DE
v01121,Vendor 1121,JP
v01122,Vendor 1122,AU
v01123,Vendor 1123,DE
v01124,Vendor 1124,DE
v01125,Vendor 1125,US
v01126,Vendor 1126,DE
v01127,Vendor 1127,FR
v01128,Vendor 1128,BR
v01129,Vendor 1129,MX
v01130,Vendor 1130,AU
v01131,Vendor 1131,BR
v01132,Vendor 1132,CA
v01133,Vendor 1133,AU
v01134,Vendor 1134,CA
v01135,Vendor 1135,CN
v01136,Vendor 1136,DE
v01137,Vendor 1137,DE
v01138,Vendor 1138,US
v01139,Vendor 1139,CA
v01140,Vendor 1140,JP
v01141,Vendor 1141,GB
v01142,Vendor 1142,CA
v01143,Vendor 1143,AU
v01144,Vendor 1144,US
v01145,Vendor 1145,MX
v01146,Vendor 1146,US
v01147,Vendor 1147,US
v01148,Vendor 1148,US
v01149,Vendor 1149,JP
v01150,Vendor 1150,CN
v01151,Vendor 1151,FR
v01152,Vendor 1152,US
v01153,Vendor 1153,AU
v01154,Vendor 1154,CA
v01155,Vendor 1155,BR
v01156,Vendor 1156,DE
v01157,Vendor 1157,GB
v01158,Vendor 1158,JP
v01159,Vendor 1159,FR
v01160,Vendor 1160,CA
v01161,Vendor 1161,BR
v01162,Vendor 1162,BR
v01163,Vendor 1163,CA
v01164,Vendor 1164,FR
v01165,Vendor 1165,AU
v01166,Vendor 1166,DE
v01167,Vendor 1167,MX
v01168,Vendor 1168,DE
v01169,Vendor 1169,GB
v01170,Vendor 1170,US
v01171,Vendor 1171,BR
v01172,Vendor 1172,CA
v01173,Vendor 1173,US
v01174,Vendor 1174,BR
v01175,Vendor 1175,BR
v01176,Vendor 1176,JP
v01177,Vendor 1177,DE
v01178,Vendor 1178,AU
v01179,Vendor 1179,DE
v01180,Vendor 1180,CA
v01181,Vendor 1181,CA
v01182,Vendor 1182,BR
v01183,Vendor 1183,FR
v01184,Vendor 1184,CA
v01185,Vendor 1185,US
v01186,Vendor 1186,DE
v01187,Vendor 1187,US
v01188,Vendor 1188,DE
v01189,Vendor 1189,MX
v01190,Vendor 1190,BR
v01191,Vendor 1191,DE
v01192,Vendor 1192,AU
v01193,Vendor 1193,GB
v01194,Vendor 1194,JP
v01195,Vendor 1195,AU
v01196,Vendor 1196,DE
v01197,Vendor 1197,CA
v01198,Vendor 1198,JP
v01199,Vendor 1199,GB
v01200,Vendor 1200,CA
v01201,Vendor 1201,JP
v01202,Vendor 1202,US
v01203,Vendor 1203,JP
v01204,Vendor 1204,MX
v01205,Vendor 1205,BR
v01206,Vendor 1206,JP
v01207,Vendor 1207,AU
v01208,Vendor 1208,CN
v01209,Vendor 1209,CA
v01210,Vendor 1210,DE
v01211,Vendor 1211,AU
v01212,Vendor 1212,DE
v01213,Vendor 1213,CA
v01214,Vendor 1214,MX
v01215,Vendor 1215,US
v01216,Vendor 1216,CA
v01217,Vendor 1217,CA
v01218,Vendor 1218,FR
v01219,Vendor 1219,GB
v01220,Vendor 1220,AU
v01221,Vendor 1221,MX
v01222,Vendor 1222,GB
v01223,Vendor 1223,CA
v01224,Vendor 1224,MX
v01225,Vendor 1225,AU
v01226,Vendor 1226,US
v01227,Vendor 1227,CA
v01228,Vendor 1228,GB
v01229,Vendor 1229,DE
v01230,Vendor 1230,BR
v01231,Vendor 1231,CA
v01232,Vendor 1232,MX
v01233,Vendor 1233,FR
v01234,Vendor 1234,CA
v01235,Vendor 1235,CN
v01236,Vendor 1236,AU
v01237,Vendor 1237,GB
v01238,Vendor 1238,US
v01239,Vendor 1239,US
v01240,Vendor 1240,CN
v01241,Vendor 1241,GB
v01242,Vendor 1242,AU
v01243,Vendor 1243,US
v01244,Vendor 1244,MX
v01245,Vendor 1245,DE
v01246,Vendor 1246,AU
v01247,Vendor 1247,AU
v01248,Vendor 1248,BR
v01249,Vendor 1249,CN
v01250,Vendor 1250,DE
v01251,Vendor 1251,DE
v01252,Vendor 1252,MX
v01253,Vendor 1253,DE
v01254,Vendor 1254,AU
v01255,Vendor 1255,DE
v01256,Vendor 1256,BR
v01257,Vendor 1257,CA
v01258,Vendor 1258,DE
v01259,Vendor 1259,FR
v01260,Vendor 1260,US
v01261,Vendor 1261,CA
v01262,Vendor 1262,CA
v01263,Vendor 1263,FR
v01264,Vendor 1264,JP
v01265,Vendor 1265,AU
v01266,Vendor 1266,AU
v01267,Vendor 1267,CA
v01268,Vendor 1268,CA
v01269,Vendor 1269,FR
v01270,Vendor 1270,AU
v01271,Vendor 1271,FR
v01272,Vendor 1272,CN
v01273,Vendor 1273,CA
v01274,Vendor 1274,US
v01275,Vendor 1275,CN
v01276,Vendor 1276,FR
v01277,Vendor 1277,JP
v01278,Vendor 1278,JP
v01279,Vendor 1279,GB
v01280,Vendor 1280,CA
v01281,Vendor 1281,MX
v01282,Vendor 1282,JP
v01283,Vendor 1283,CN
v01284,Vendor 1284,GB
v01285,Vendor 1285,BR
v01286,Vendor 1286,MX
v01287,Vendor 1287,MX
v01288,Vendor 1288,AU
v01289,Vendor 1289,GB
v01290,Vendor 1290,GB
v01291,Vendor 1291,AU
v01292,Vendor 1292,DE
v01293,Vendor 1293,MX
v01294,Vendor 1294,CA
v01295,Vendor 1295,CA
v01296,Vendor 1296,FR
v01297,Vendor 1297,JP
v01298,Vendor 1298,JP
v01299,Vendor 1299,FR
v01300,Vendor 1300,BR
v01301,Vendor 1301,DE
v01302,Vendor 1302,DE
v01303,Vendor 1303,CA
v01304,Vendor 1304,MX
v01305,Vendor 1305,BR
v01306,Vendor 1306,DE
v01307,Vendor 1307,CA
v01308,Vendor 1308,US
v01309,Vendor 1309,JP
v01310,Vendor 1310,MX
v01311,Vendor 1311,FR
v01312,Vendor 1312,DE
v01313,Vendor 1313,GB
v01314,Vendor 1314,BR
v01315,Vendor 1315,FR
v01316,Vendor 1316,BR
v01317,Vendor 1317,GB
v01318,Vendor 1318,US
v01319,Vendor 1319,JP
v01320,Vendor 1320,CN
v01321,Vendor 1321,GB
v01322,Vendor 1322,BR
v01323,Vendor 1323,AU
v01324,Vendor 1324,CA
v01325,Vendor 1325,BR
v01326,Vendor 1326,AU
v01327,Vendor 1327,BR
v01328,Vendor 1328,MX
v01329,Vendor 1329,MX
v01330,Vendor 1330,GB
v01331,Vendor 1331,DE
v01332,Vendor 1332,US
v01333,Vendor 1333,US
v01334,Vendor 1334,CA
v01335,Vendor 1335,CA
v01336,Vendor 1336,AU
v01337,Vendor 1337,CA
v01338,Vendor 1338,FR
v01339,Vendor 1339,CA
v01340,Vendor 1340,DE
v01341,Vendor 1341,MX
v01342,Vendor 1342,CA
v01343,Vendor 1343,CN
v01344,Vendor 1344,CN
v01345,Vendor 1345,FR
v01346,Vendor 1346,CN
v01347,Vendor 1347,GB
v01348,Vendor 1348,MX
v01349,Vendor 1349,CA
v01350,Vendor 1350,BR
v01351,Vendor 1351,US
v01352,Vendor 1352,US
v01353,Vendor 1353,FR
v01354,Vendor 1354,FR
v01355,Vendor 1355,JP
v01356,Vendor 1356,MX
v01357,Vendor 1357,BR
v01358,Vendor 1358,AU
v01359,Vendor 1359,CA
v01360,Vendor 1360,GB
v01361,Vendor 1361,DE
v01362,Vendor 1362,JP
v01363,Vendor 1363,DE
v01364,Vendor 1364,AU
v01365,Vendor 1365,CN
v01366,Vendor 1366,CN
v01367,Vendor 1367,JP
v01368,Vendor 1368,DE
v01369,Vendor 1369,AU
v01370,Vendor 1370,BR
v01371,Vendor 1371,US
v01372,Vendor 1372,BR
v01373,Vendor 1373,AU
v01374,Vendor 1374,AU
v01375,Vendor 1375,FR
v01376,Vendor 1376,GB
v01377,Vendor 1377,BR
v01378,Vendor 1378,FR
v01379,Vendor 1379,CA
v01380,Vendor 1380,MX
v01381,Vendor 1381,MX
v01382,Vendor 1382,FR
v01383,Vendor 1383,BR
v01384,Vendor 1384,CA
v01385,Vendor 1385,BR
v01386,Vendor 1386,JP
v01387,Vendor 1387,DE
v01388,Vendor 1388,DE
v01389,Vendor 1389,CN
v01390,Vendor 1390,BR
v01391,Vendor 1391,US
v01392,Vendor 1392,GB
v01393,Vendor 1393,JP
v01394,Vendor 1394,JP
v01395,Vendor 1395,CA
v01396,Vendor 1396,AU
v01397,Vendor 1397,BR
v01398,Vendor 1398,CA
v01399,Vendor 1399,JP
v01400,Vendor 1400,US
v01401,Vendor 1401,US
v01402,Vendor 1402,DE
v01403,Vendor 1403,BR
v01404,Vendor 1404,MX
v01405,Vendor 1405,CN
v01406,Vendor 1406,CA
v01407,Vendor 1407,BR
v01408,Vendor 1408,MX
v01409,Vendor 1409,FR
v01410,Vendor 1410,BR
v01411,Vendor 1411,US
v01412,Vendor 1412,AU
v01413,Vendor 1413,BR
v01414,Vendor 1414,US
v01415,Vendor 1415,DE
v01416,Vendor 1416,CN
v01417,Vendor 1417,US
v01418,Vendor 1418,CN
v01419,Vendor 1419,AU
v01420,Vendor 1420,JP
v01421,Vendor 1421,CA
v01422,Vendor 1422,DE
v01423,Vendor 1423,AU
v01424,Vendor 1424,US
v01425,Vendor 1425,FR
v01426,Vendor 1426,US
v01427,Vendor 1427,US
v01428,Vendor 1428,CN
v01429,Vendor 1429,FR
v01430,Vendor 1430,MX
v01431,Vendor 1431,CN
v01432,Vendor 1432,DE
v01433,Vendor 1433,DE
v01434,Vendor 1434,CN
v01435,Vendor 1435,CN
v01436,Vendor 1436,US
v01437,Vendor 1437,AU
v01438,Vendor 1438,DE
v01439,Vendor 1439,AU
v01440,Vendor 1440,JP
v01441,Vendor 1441,JP
v01442,Vendor 1442,BR
v01443,Vendor 1443,US
v01444,Vendor 1444,FR
v01445,Vendor 1445,CN
v01446,Vendor 1446,CN
v01447,Vendor 1447,CA
v01448,Vendor 1448,CA
v01449,Vendor 1449,DE
v01450,Vendor 1450,MX
v01451,Vendor 1451,JP
v01452,Vendor 1452,CN
v01453,Vendor 1453,AU
v01454,Vendor 1454,MX
v01455,Vendor 1455,US
v01456,Vendor 1456,CN
v01457,Vendor 1457,FR
v01458,Vendor 1458,AU
v01459,Vendor 1459,BR
v01460,Vendor 1460,CN
v01461,Vendor 1461,AU
v01462,Vendor 1462,JP
v01463,Vendor 1463,BR
v01464,Vendor 1464,CN
v01465,Vendor 1465,GB
v01466,Vendor 1466,DE
v01467,Vendor 1467,GB
v01468,Vendor 1468,CA
v01469,Vendor 1469,US
v01470,Vendor 1470,CN
v01471,Vendor 1471,BR
v01472,Vendor 1472,BR
v01473,Vendor 1473,JP
v01474,Vendor 1474,BR
v01475,Vendor 1475,CA
v01476,Vendor 1476,CA
v01477,Vendor 1477,BR
v01478,Vendor 1478,CN
v01479,Vendor 1479,MX
v01480,Vendor 1480,AU
v01481,Vendor 1481,GB
v01482,Vendor 1482,CN
v01483,Vendor 1483,BR
v01484,Vendor 1484,MX
v01485,Vendor 1485,BR
v01486,Vendor 1486,BR
v01487,Vendor 1487,CA
v01488,Vendor 1488,GB
v01489,Vendor 1489,US
v01490,Vendor 1490,GB
v01491,Vendor 1491,GB
v01492,Vendor 1492,JP
v01493,Vendor 1493,GB
v01494,Vendor 1494,MX
v01495,Vendor 1495,BR
v01496,Vendor 1496,CN
v01497,Vendor 1497,US
v01498,Vendor 1498,US
v01499,Vendor 1499,FR
v01500,Vendor 1500,DE
v01501,Vendor 1501,AU
v01502,Vendor 1502,AU
v01503,Vendor 1503,MX
v01504,Vendor 1504,CA
v01505,Vendor 1505,BR
v01506,Vendor 1506,CA
v01507,Vendor 1507,BR
v01508,Vendor 1508,CA
v01509,Vendor 1509,MX
v01510,Vendor 1510,CA
v01511,Vendor 1511,GB
v01512,Vendor 1512,BR
v01513,Vendor 1513,MX
v01514,Vendor 1514,BR
v01515,Vendor 1515,BR
v01516,Vendor 1516,JP
v01517,Vendor 1517,JP
v01518,Vendor 1518,DE
v01519,Vendor 1519,BR
v01520,Vendor 1520,US
v01521,Vendor 1521,MX
v01522,Vendor 1522,DE
v01523,Vendor 1523,MX
v01524,Vendor 1524,CA
v01525,Vendor 1525,BR
v01526,Vendor 1526,CN
v01527,Vendor 1527,US
v01528,Vendor 1528,FR
v01529,Vendor 1529,DE
v01530,Vendor 1530,CA
v01531,Vendor 1531,FR
v01532,Vendor 1532,GB
v01533,Vendor 1533,FR
v01534,Vendor 1534,MX
v01535,Vendor 1535,CA
v01536,Vendor 1536,CA
v01537,Vendor 1537,DE
v01538,Vendor 1538,AU
v01539,Vendor 1539,MX
v01540,Vendor 1540,JP
v01541,Vendor 1541,JP
v01542,Vendor 1542,JP
v01543,Vendor 1543,DE
v01544,Vendor 1544,FR
v01545,Vendor 1545,AU
v01546,Vendor 1546,US
v01547,Vendor 1547,AU
v01548,Vendor 1548,CN
v01549,Vendor 1549,MX
v01550,Vendor 1550,BR
v01551,Vendor 1551,US
v01552,Vendor 1552,CA
v01553,Vendor 1553,BR
v01554,Vendor 1554 – São_Paulo,AU
v01555,Vendor 1555,US
v01556,Vendor 1556,FR
v01557,Vendor 1557,US
v01558,Vendor 1558,JP
v01559,Vendor 1559,GB
v01560,Vendor 1560,FR
v01561,Vendor 1561,AU
v01562,Vendor 1562,CA
v01563,Vendor 1563,BR
v01564,Vendor 1564,AU
v01565,Vendor 1565,CN
v01566,Vendor 1566,MX
v01567,Vendor 1567,US
v01568,Vendor 1568,CA
v01569,Vendor 1569,GB
v01570,Vendor 1570,MX
v01571,Vendor 1571,CN
v01572,Vendor 1572,GB
v01573,Vendor 1573,US
v01574,Vendor 1574,AU
v01575,Vendor 1575,FR
v01576,Vendor 1576,FR
v01577,Vendor 1577,BR
v01578,Vendor 1578,BR
v01579,Vendor 1579,AU
v01580,Vendor 1580,US
v01581,Vendor 1581,MX
v01582,Vendor 1582,US
v01583,Vendor 1583,FR
v01584,Vendor 1584,JP
v01585,Vendor 1585,CA
v01586,Vendor 1586,CN
v01587,Vendor 1587,CA
v01588,Vendor 1588,DE
v01589,Vendor 1589,FR
v01590,Vendor 1590,CN
v01591,Vendor 1591,DE
v01592,Vendor 1592,FR
v01593,Vendor 1593,FR
v01594,Vendor 1594,JP
v01595,Vendor 1595,CA
v01596,Vendor 1596,FR
v01597,Vendor 1597,MX
v01598,Vendor 1598,FR
v01599,Vendor 1599,BR
v01600,Vendor 1600,US
v01601,Vendor 1601,AU
v01602,Vendor 1602,CN
v01603,Vendor 1603,FR
v01604,Vendor 1604,DE
v01605,Vendor 1605,DE
v01606,Vendor 1606,CA
v01607,Vendor 1607,GB
v01608,Vendor 1608,AU
v01609,Vendor 1609,GB
v01610,Vendor 1610,GB
v01611,Vendor 1611,GB
v01612,Vendor 1612,CA
v01613,Vendor 1613,JP
v01614,Vendor 1614,FR
v01615,Vendor 1615,FR
v01616,Vendor 1616,MX
v01617,Vendor 1617,GB
v01618,Vendor 1618,AU
v01619,Vendor 1619,MX
v01620,Vendor 1620,MX
v01621,Vendor 1621,AU
v01622,Vendor 1622,FR
v01623,Vendor 1623,DE
v01624,Vendor 1624,CA
v01625,Vendor 1625,GB
v01626,Vendor 1626,AU
v01627,Vendor 1627,FR
v01628,Vendor 1628,BR
v01629,Vendor 1629,JP
v01630,Vendor 1630,MX
v01631,Vendor 1631,BR
v01632,Vendor 1632,BR
v01633,Vendor 1633,FR
v01634,Vendor 1634,BR
v01635,Vendor 1635,FR
v01636,Vendor 1636,US
v01637,Vendor 1637,US
v01638,Vendor 1638,GB
v01639,Vendor 1639,BR
v01640,Vendor 1640,GB
v01641,Vendor 1641,MX
v01642,Vendor 1642,FR
v01643,Vendor 1643,BR
v01644,Vendor 1644,DE
v01645,Vendor 1645,CN
v01646,Vendor 1646,DE
v01647,Vendor 1647,GB
v01648,Vendor 1648,BR
v01649,Vendor 1649,US
v01650,Vendor 1650,CN
v01651,Vendor 1651,CN
v01652,Vendor 1652,CA
v01653,Vendor 1653,CN
v01654,Vendor 1654,JP
v01655,Vendor 1655,AU
v01656,Vendor 1656,AU
v01657,Vendor 1657,US
v01658,Vendor 1658,AU
v01659,Vendor 1659,FR
v01660,Vendor 1660,BR
v01661,Vendor 1661,MX
v01662,Vendor 1662,GB
v01663,Vendor 1663,US
v01664,Vendor 1664,AU
v01665,Vendor 1665,AU
v01666,Vendor 1666,FR
v01667,Vendor 1667,GB
v01668,Vendor 1668,MX
v01669,Vendor 1669,MX
v01670,Vendor 1670,CN
v01671,Vendor 1671,DE
v01672,Vendor 1672,MX
v01673,Vendor 1673,BR
v01674,Vendor 1674,GB
v01675,Vendor 1675,JP
v01676,Vendor 1676,BR
v01677,Vendor 1677,DE
v01678,Vendor 1678,CA
v01679,Vendor 1679,DE
v01680,Vendor 1680,CN
v01681,Vendor 1681,MX
v01682,Vendor 1682,MX
v01683,Vendor 1683,MX
v01684,Vendor 1684,GB
v01685,Vendor 1685,MX
v01686,Vendor 1686,CA
v01687,Vendor 1687,MX
v01688,Vendor 1688,US
v01689,Vendor 1689,US
v01690,Vendor 1690,DE
v01691,Vendor 1691,CN
v01692,Vendor 1692,JP
v01693,Vendor 1693,FR
v01694,Vendor 1694,CA
v01695,Vendor 1695,DE
v01696,Vendor 1696,GB
v01697,Vendor 1697,DE
v01698,Vendor 1698,JP
v01699,Vendor 1699,FR
v01700,Vendor 1700,AU
v01701,Vendor 1701,GB
v01702,Vendor 1702,JP
v01703,Vendor 1703,DE
v01704,Vendor 1704,JP
v01705,Vendor 1705,FR
v01706,Vendor 1706,AU
v01707,Vendor 1707,GB
v01708,Vendor 1708,DE
v01709,Vendor 1709,MX
v01710,Vendor 1710,DE
v01711,Vendor 1711,MX
v01712,Vendor 1712,FR
v01713,Vendor 1713,DE
v01714,Vendor 1714,AU
v01715,Vendor 1715,JP
v01716,Vendor 1716,GB
v01717,Vendor 1717,FR
v01718,Vendor 1718,FR
v01719,Vendor 1719,AU
v01720,Vendor 1720,CN
v01721,Vendor 1721,FR
v01722,Vendor 1722,US
v01723,Vendor 1723,FR
v01724,Vendor 1724,MX
v01725,Vendor 1725,GB
v01726,Vendor 1726,BR
v01727,Vendor 1727,US
v01728,Vendor 1728,BR
v01729,Vendor 1729,DE
v01730,Vendor 1730,GB
v01731,Vendor 1731,DE
v01732,Vendor 1732,CA
v01733,Vendor 1733,CN
v01734,Vendor 1734,CA
v01735,Vendor 1735,AU
v01736,Vendor 1736,DE
v01737,Vendor 1737,AU
v01738,Vendor 1738,GB
v01739,Vendor 1739,CN
v01740,Vendor 1740,US
v01741,Vendor 1741,DE
v01742,Vendor 1742,BR
v01743,Vendor 1743,FR
v01744,Vendor 1744,AU
v01745,Vendor 1745,BR
v01746,Vendor 1746,DE
v01747,Vendor 1747,DE
v01748,Vendor 1748,AU
v01749,Vendor 1749,FR
v01750,Vendor 1750,FR
v01751,Vendor 1751,GB
v01752,Vendor 1752,JP
v01753,Vendor 1753,BR
v01754,Vendor 1754,US
v01755,Vendor 1755,MX
v01756,Vendor 1756,CA
v01757,Vendor 1757,JP
v01758,Vendor 1758,GB
v01759,Vendor 1759,BR
v01760,Vendor 1760,MX
v01761,Vendor 1761,DE
v01762,Vendor 1762,AU
v01763,Vendor 1763,US
v01764,Vendor 1764,GB
v01765,Vendor 1765,BR
v01766,Vendor 1766,FR
v01767,Vendor 1767,US
v01768,Vendor 1768,GB
v01769,Vendor 1769,CA
v01770,Vendor 1770,GB
v01771,Vendor 1771,CN
v01772,Vendor 1772,AU
v01773,Vendor 1773,MX
v01774,Vendor 1774,MX
v01775,Vendor 1775,BR
v01776,Vendor 1776,FR
v01777,Vendor 1777,US
v01778,Vendor 1778,GB
v01779,Vendor 1779,DE
v01780,Vendor 1780,GB
v01781,Vendor 1781,MX
v01782,Vendor 1782,CA
v01783,Vendor 1783,JP
v01784,Vendor 1784,AU
v01785,Vendor 1785,FR
v01786,Vendor 1786,MX
v01787,Vendor 1787,JP
v01788,Vendor 1788,MX
v01789,Vendor 1789,US
v01790,Vendor 1790,CA
v01791,Vendor 1791,CA
v01792,Vendor 1792,CN
v01793,Vendor 1793,US
v01794,Vendor 1794,JP
v01795,Vendor 1795,CN
v01796,Vendor 1796,DE
v01797,Vendor 1797,BR
v01798,Vendor 1798,BR
v01799,Vendor 1799,US
v01800,Vendor 1800,US
v01801,Vendor 1801,DE
v01802,Vendor 1802,CN
v01803,Vendor 1803,JP
v01804,Vendor 1804,US
v01805,Vendor 1805,CN
v01806,Vendor 1806,GB
v01807,Vendor 1807,DE
v01808,Vendor 1808,BR
v01809,Vendor 1809,MX
v01810,Vendor 1810,DE
v01811,Vendor 1811,GB
v01812,Vendor 1812,BR
v01813,Vendor 1813,FR
v01814,Vendor 1814,CN
v01815,Vendor 1815,JP
v01816,Vendor 1816,GB
v01817,Vendor 1817,GB
v01818,Vendor 1818,JP
v01819,Vendor 1819,CA
v01820,Vendor 1820,US
v01821,Vendor 1821,JP
v01822,Vendor 1822,MX
v01823,Vendor 1823,BR
v01824,Vendor 1824,CA
v01825,Vendor 1825,CN
v01826,Vendor 1826,FR
v01827,Vendor 1827,DE
v01828,Vendor 1828,BR
v01829,Vendor 1829,MX
v01830,Vendor 1830,JP
v01831,Vendor 1831,JP
v01832,Vendor 1832,JP
v01833,Vendor 1833,BR
v01834,Vendor 1834,AU
v01835,Vendor 1835,FR
v01836,Vendor 1836,FR
v01837,Vendor 1837,DE
v01838,Vendor 1838,FR
v01839,Vendor 1839,MX
v01840,Vendor 1840,MX
v01841,Vendor 1841,JP
v01842,Vendor 1842,CA
v01843,Vendor 1843,US
v01844,Vendor 1844,GB
v01845,Vendor 1845,CA
v01846,Vendor 1846,CA
v01847,Vendor 1847,DE
v01848,Vendor 1848,BR
v01849,Vendor 1849,JP
v01850,Vendor 1850,CN
v01851,Vendor 1851,US
v01852,Vendor 1852,CA
v01853,Vendor 1853,DE
v01854,Vendor 1854,DE
v01855,Vendor 1855,CN
v01856,Vendor 1856,CA
v01857,Vendor 1857,CA
v01858,Vendor 1858,CA
v01859,Vendor 1859,BR
v01860,Vendor 1860,JP
v01861,Vendor 1861,BR
v01862,Vendor 1862,BR
v01863,Vendor 1863,US
v01864,Vendor 1864,GB
v01865,Vendor 1865,BR
v01866,Vendor 1866,DE
v01867,Vendor 1867,JP
v01868,Vendor 1868,MX
v01869,Vendor 1869,US
v01870,Vendor 1870,FR
v01871,Vendor 1871,CA
v01872,Vendor 1872,AU
v01873,Vendor 1873,GB
v01874,Vendor 1874,MX
v01875,Vendor 1875,AU
v01876,Vendor 1876,US
v01877,Vendor 1877,MX
v01878,Vendor 1878,FR
v01879,Vendor 1879,CN
v01880,Vendor 1880,US
v01881,Vendor 1881,JP
v01882,Vendor 1882,BR
v01883,Vendor 1883,CA
v01884,Vendor 1884,MX
v01885,Vendor 1885,US
v01886,Vendor 1886,MX
v01887,Vendor 1887,FR
v01888,Vendor 1888,AU
v01889,Vendor 1889,DE
v01890,Vendor 1890,DE
v01891,Vendor 1891,BR
v01892,Vendor 1892,CN
v01893,Vendor 1893,FR
v01894,Vendor 1894,BR
v01895,Vendor 1895,CA
v01896,Vendor 1896,AU
v01897,Vendor 1897,BR
v01898,Vendor 1898,AU
v01899,Vendor 1899,JP
v01900,Vendor 1900,MX
v01901,Vendor 1901,DE
v01902,Vendor 1902,BR
v01903,Vendor 1903,DE
v01904,Vendor 1904,AU
v01905,Vendor 1905,DE
v01906,Vendor 1906,MX
v01907,Vendor 1907,MX
v01908,Vendor 1908,BR
v01909,Vendor 1909,BR
v01910,Vendor 1910,BR
v01911,Vendor 1911,JP
v01912,Vendor 1912,MX
v01913,Vendor 1913,AU
v01914,Vendor 1914,MX
v01915,Vendor 1915,CN
v01916,Vendor 1916,AU
v01917,Vendor 1917,AU
v01918,Vendor 1918,BR
v01919,Vendor 1919,CA
v01920,Vendor 1920,GB
v01921,Vendor 1921,DE
v01922,Vendor 1922,JP
v01923,Vendor 1923,MX
v01924,Vendor 1924,DE
v01925,Vendor 1925,MX
v01926,Vendor 1926,BR
v01927,Vendor 1927,MX
v01928,Vendor 1928,FR
v01929,Vendor 1929,FR
v01930,Vendor 1930,US
v01931,Vendor 1931,CN
v01932,Vendor 1932,DE
v01933,Vendor 1933,CA
v01934,Vendor 1934,JP
v01935,Vendor 1935,FR
v01936,Vendor 1936,US
v01937,Vendor 1937,CA
v01938,Vendor 1938,CN
v01939,Vendor 1939,JP
v01940,Vendor 1940,CA
v01941,Vendor 1941,CN
v01942,Vendor 1942,BR
v01943,Vendor 1943,FR
